نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
أرض,سكني, الرياض , حي البرية ,شمالية,690,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690000
فيلا,سكني, الرياض , حي بدر ,شرقية,210,0,5,2,5,20,1,1,1,0,1,1,0,0,1,0,780000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,450,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550000
أرض,سكني, الرياض , حي الربوة ,جنوبية غربية,350,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,1627,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367285
فيلا,سكني, الرياض, الرياض ,شرقية,376,0,5,2,3,20,1,1,0,1,0,1,0,0,1,1,2760000
أرض,سكني, حريملاء, الرياض ,جنوبية,360,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493200
أرض,تجاري وسكني, الرياض , حي المهدية ,جنوبية غربية,400,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000
أرض,سكني, الرياض , حي النرجس ,شرقية,520,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704000
أرض,سكني, الرياض , حي الربيع ,جنوبية,600,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840000
أرض,سكني, الرياض , حي العليا ,غربية,250,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000
فيلا,سكني, الرياض , حي شبرا ,شمالية,500,0,4,2,4,10,0,1,0,1,1,1,0,0,1,0,1150000
فيلا,سكني, الرياض , حي الاندلس ,شمالية,240,0,5,1,5,0,1,1,1,0,0,0,0,0,1,1,2000000
فيلا,سكني, الرياض , حي القادسية ,شمالية,270,0,4,2,5,0,1,1,1,0,1,1,0,0,1,1,1550000
أرض,سكني, حريملاء, الرياض ,جنوبية,400,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458400
أرض,سكني, الرياض , حي الحزم ,شمالية,600,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534000
أرض,سكني, الرياض , حي الناصرية ,جنوبية,9053,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212000
فيلا,سكني, الرياض , حي الرمال ,غربية,280,0,6,0,5,0,1,0,1,0,0,0,0,0,0,0,1550000
فيلا,سكني, الرياض , حي المونسية ,شرقية,250,0,5,2,5,0,1,1,1,0,1,1,0,0,1,1,1850000
أرض,سكني, حريملاء, الرياض ,غربية,375,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675000
فيلا,سكني, الرياض , حي صلاح الدين ,غربية,699,0,5,5,5,12,0,1,1,1,1,1,1,1,1,1,7500000
فيلا,سكني, الرياض , حي النرجس ,شمالية,254,0,6,2,5,15,1,1,0,0,1,1,0,0,1,0,2450000
أرض,تجاري وسكني, الجبيلة , حي عقرباء ,شمالية,450,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000
فيلا,سكني, الرياض , حي الملقا ,شرقية,250,0,6,1,5,0,1,1,1,0,1,1,1,1,1,1,2500000
أرض,سكني, الدرعية, العيينة ,شرقية,390,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014000
فيلا,سكني, الرياض , حي بدر ,جنوبية,303,0,5,3,5,18,1,1,1,0,1,1,0,0,1,0,900000
أرض,تجاري, امارة منطقة الرياض, الرياض ,شرقية,585,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380250
فيلا,سكني, الرياض , حي الشرق ,غربية,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000
أرض,سكني, الرياض , حي المشرق ,شمالية,900,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503100
أرض,تجاري وسكني, الرياض , حي المهدية ,ثلاث شوارع,450,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000
فيلا,سكني, الرياض , حي طيبة ,غربية,276,0,5,2,5,15,1,1,1,0,1,1,0,0,1,0,830000
فيلا,سكني, الرياض , حي النخيل ,شرقية,260,0,4,3,5,0,1,0,1,1,1,1,1,0,1,1,3500000
فيلا,سكني, الرياض , حي الشهداء ,شرقية,297,0,7,1,5,15,1,1,1,1,0,1,0,0,1,0,1750000
أرض,سكني, الرياض , حي النرجس ,غربية,1800,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000
أرض,سكني, حريملاء, الرياض ,شرقية,418,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048200
أرض,سكني, حريملاء, الرياض ,جنوبية,875,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980000
أرض,سكني, الرياض , ,جنوبية,300,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885000
فيلا,سكني, الرياض , حي العارض ,جنوبية شرقية,352,0,7,5,5,15,1,1,1,1,1,1,1,0,1,1,4000000
فيلا,سكني, الرياض , حي النسيم الغربي ,شرقية,312,0,5,2,3,0,0,1,0,0,0,1,0,0,1,0,1070000
أرض,تجاري وسكني, الرياض , حي العلا ,ثلاث شوارع,17927,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26890500
أرض,سكني, الرياض , حي الروضة ,جنوبية,627,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633400
أرض,سكني, الرياض , حي النرجس ,شمالية,500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
فيلا,سكني, الرياض , حي الملز ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,450,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170000
فيلا,سكني, الرياض , حي العريجاء الغربي ,جنوبية,200,0,4,2,5,21,1,1,1,0,1,1,0,0,1,0,870000
فيلا,سكني, الرياض , حي طويق ,غربية,260,0,7,3,5,20,0,1,0,0,0,1,0,0,0,0,1200000
أرض,سكني, حريملاء, الرياض ,شمالية,780,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000740
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,375,0,6,0,4,0,1,1,0,0,1,1,0,0,1,1,2000000
فيلا,سكني, الرياض , حي ظهرة لبن ,غربية,450,0,5,3,5,0,1,1,1,0,0,1,0,0,1,0,2190000
أرض,تجاري وسكني, الرياض , حي البيان ,شمالية,930,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749580
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,250,0,6,3,5,0,1,1,0,0,1,1,0,0,1,0,1470000
أرض,سكني, الخرج, ضرما ,شمالية,2000,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,270,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378000
أرض,تجاري وسكني, الرياض , حي المشرق ,شمالية,900,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503100
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,جنوبية,372,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674000
فيلا,سكني, الرياض , حي القيروان ,جنوبية,275,0,5,3,5,5,1,1,1,1,1,1,0,0,1,1,3600000
فيلا,سكني, الدرعية, العيينة ,شمالية,193,0,3,3,3,0,0,1,0,1,0,1,0,0,1,0,950000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,450,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000
فيلا,سكني, الرياض , حي الخليج ,شرقية,375,0,5,1,5,0,0,1,0,0,1,1,0,0,0,0,2200000
أرض,تجاري وسكني, الرياض , حي الدفاع ,جنوبية,457,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959700
أرض,سكني, الرياض , حي الزاهر ,شمالية شرقية,900,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599400
أرض,تجاري وسكني, الرياض , حي اليرموك ,جنوبية,1089,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3593700
فيلا,سكني, الرياض , حي الجنادرية ,غربية,360,0,7,4,5,20,1,1,0,0,1,1,0,0,1,1,1600000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,810,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700650
أرض,سكني, الرياض, الرياض ,جنوبية,3241,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16205000
أرض,سكني,13843, امارة منطقة الرياض ,شمالية,750,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000
أرض,سكني, الرياض , حي النرجس ,جنوبية غربية,1000,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,200,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160000
أرض,تجاري وسكني, الرياض , حي القادسية ,شرقية,270,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729000
فيلا,سكني, الرياض , حي الملز ,شمالية شرقية,750,0,7,5,5,10,0,1,0,1,0,0,0,0,0,0,2100000
أرض,سكني, الرياض , حي المغرزات ,جنوبية غربية,969,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263576
فيلا,سكني, الرياض , حي ظهرة لبن ,جنوبية غربية,280,0,5,3,5,0,0,1,0,0,0,0,0,0,0,0,1150000
أرض,سكني, الرياض , حي بدر ,شرقية,420,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441000
فيلا,سكني, الرياض , حي الرمال ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650000
فيلا,سكني, الرياض , حي الشرق ,جنوبية,360,0,7,3,5,0,1,1,1,0,1,1,0,0,1,0,1900000
أرض,تجاري وسكني, الرياض , حي السلام ,شمالية,350,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295000
فيلا,سكني, الرياض , حي البيان ,شرقية,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000
فيلا,سكني, الرياض , حي الجنادرية ,غربية,312,0,7,3,5,0,0,0,0,0,0,0,0,0,1,0,1450000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية غربية,1400,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8960000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,450,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552500
فيلا,سكني, الرياض , حي الرمال ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850000
فيلا,سكني, الرياض , حي المنار ,شمالية,600,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,2750000
أرض,سكني, الرياض , حي العارض ,جنوبية,420,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722000
أرض,تجاري, الرياض , حي اليرموك ,ثلاث شوارع,2880,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12960000
فيلا,سكني, الرياض , حي الريان ,جنوبية,390,0,5,2,5,15,1,0,1,0,1,1,0,0,1,0,3000000
أرض,تجاري, الرياض , حي النرجس ,غربية,435,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,450,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2475000
أرض,تجاري, الرياض , حي الرمال ,جنوبية غربية,2250,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375000
أرض,سكني, الرياض , حي الرمال ,ثلاث شوارع,2940,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5880000
فيلا,سكني, الرياض , حي الندوة ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000
أرض,سكني, الرياض , حي المهدية ,جنوبية غربية,1639,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724438
أرض,سكني, الرياض , حي الشرق ,شمالية,454,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135000
أرض,سكني, الرياض , حي النرجس ,جنوبية شرقية,333,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164500
فيلا,سكني, الرياض , حي عكاظ ,جنوبية,900,0,7,2,5,0,0,0,1,1,1,1,0,0,1,0,2250000
أرض,تجاري وسكني, الرياض , حي النسيم الغربي ,جنوبية,750,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000
أرض,سكني, الرياض , حي حطين ,ثلاث شوارع,1988,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20874000
فيلا,سكني, الرياض , حي حطين ,غربية,505,0,5,4,5,15,1,1,1,1,1,1,1,1,1,1,8300000
فيلا,سكني, الرياض , حي المونسية ,شمالية,362,0,6,4,4,0,0,1,1,1,1,1,0,0,1,0,1990000
أرض,تجاري, حريملاء, الرياض ,شمالية,375,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549750
أرض,سكني, حريملاء, الرياض ,جنوبية,375,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579750
أرض,تجاري وسكني, الرياض , حي الغنامية ,شرقية,160,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
فيلا,سكني, الرياض , حي طويق ,شرقية,200,0,3,1,3,16,0,1,0,0,0,0,0,0,0,0,1000000
أرض,سكني, حريملاء, الرياض ,غربية,2100,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000000
أرض,تجاري وسكني, الرياض , حي النرجس ,شمالية غربية,288,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385920
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,435,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359745
فيلا,سكني, الرياض , حي العليا ,شمالية,442,0,7,2,5,0,1,1,1,1,1,1,0,0,1,0,2600000
أرض,سكني, الرياض , حي الحزم ,شمالية شرقية,420,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735000
فيلا,سكني, الرياض , حي طويق ,غربية,312,0,4,2,5,20,1,1,1,0,1,1,0,0,1,0,1450000
أرض,سكني, الرياض , حي ظهرة نمار ,شرقية,440,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,247,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407550
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,225,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2362500
فيلا,سكني, الرياض , حي المعيزلة ,شمالية,595,0,5,2,5,17,1,1,1,1,1,1,0,0,1,0,2500000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,247,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407550
فيلا,سكني, الرياض , حي العارض ,جنوبية,338,0,5,2,5,20,1,1,1,1,0,1,0,0,1,1,2800000
فيلا,سكني, الرياض , حي الرمال ,جنوبية,312,0,7,2,5,15,1,1,1,0,1,1,0,0,1,0,1600000
أرض,سكني, الرياض , حي العارض ,غربية,432,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008800
فيلا,سكني, الرياض , حي ظهرة لبن ,جنوبية,375,0,5,0,5,0,1,1,1,0,1,1,0,0,1,1,2000000
أرض,سكني, امارة منطقة الرياض, الرياض ,أربع شوارع,4262,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13425300
أرض,تجاري وسكني, حي عريض , طريق النفود ,ثلاث شوارع,495,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237500
أرض,سكني, الرياض , حي الجنادرية ,جنوبية,375,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
فيلا,سكني, الرياض , حي الحمراء ,غربية,618,0,7,3,5,25,1,1,1,1,1,1,1,0,1,1,5500000
فيلا,سكني, الرياض , حي اشبيلية ,شرقية,388,0,5,1,5,0,1,1,1,1,0,1,0,0,1,0,2200000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,1627,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440500
أرض,سكني, الرياض , حي المصانع ,ثلاث شوارع,3157,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11365200
أرض,سكني, الرياض , حي المهدية ,جنوبية,560,2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500800
فيلا,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,354,0,5,2,4,18,0,1,1,1,1,1,0,0,1,0,1800000
فيلا,سكني, الرياض , حي الرمال ,شمالية,281,0,7,2,5,20,1,1,1,1,1,1,0,0,1,0,1350000
أرض,تجاري وسكني, الرياض , حي العقيق ,جنوبية,575,6260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599500
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,508,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419608
فيلا,سكني, الرياض , حي الاندلس ,جنوبية,375,0,7,3,5,0,1,0,0,0,0,0,0,0,1,1,3300000
فيلا,سكني, الرياض , حي الدار البيضاء ,شمالية,250,0,5,5,5,15,0,1,1,0,0,1,0,0,1,0,850000
فيلا,سكني, الرياض , حي العارض ,جنوبية,308,0,5,3,5,0,1,1,0,0,0,0,0,0,0,0,2600000
أرض,سكني, الرياض , حي ضاحية نمار ,شمالية,460,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173000
فيلا,سكني, الرياض , حي اليرموك ,شمالية,321,0,7,2,5,0,1,1,1,0,1,1,0,0,1,1,2250000
أرض,تجاري وسكني, الرياض , حي طويق ,غربية,756,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655452
فيلا,سكني, الرياض , حي المونسية ,غربية,250,0,4,2,4,20,1,1,1,0,1,1,0,0,1,0,1750000
أرض,سكني, الرياض , حي النسيم الغربي ,جنوبية,875,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575000
فيلا,سكني, الرياض , حي الرمال ,شمالية,950,0,7,3,5,20,1,1,1,0,1,1,0,0,1,1,4400000
أرض,سكني, الرياض , حي المهدية ,شمالية,418,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128600
أرض,سكني, الرياض , حي المهدية ,شمالية,2570,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184500
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,900,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600300
فيلا,سكني, الرياض , حي الحمراء ,جنوبية,580,0,7,4,5,0,1,1,1,1,1,1,1,0,1,1,5400000
أرض,تجاري وسكني, الرياض , حي الشرق ,شمالية,361,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902500
أرض,سكني, حريملاء, الرياض ,شمالية,375,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625000
فيلا,سكني, الرياض , حي القادسية ,غربية,275,0,5,2,5,0,1,1,1,0,0,1,0,0,1,0,1580000
فيلا,سكني, الرياض , حي قرطبة ,جنوبية,220,0,3,1,5,0,1,1,1,1,0,1,0,0,1,0,2200000
أرض,تجاري, الرياض , حي المهدية ,شمالية,500,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000
أرض,سكني, الرياض , حي النرجس ,جنوبية,1089,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484800
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,258,0,4,2,5,0,1,1,1,0,0,1,0,0,1,0,2500000
أرض,سكني, الرياض , حي الندوة ,شمالية,375,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337500
فيلا,سكني, الرياض, الرياض ,غربية,259,0,5,2,5,15,1,1,1,0,1,1,0,0,1,0,820000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,180,0,4,1,3,0,0,1,0,0,0,0,0,0,1,0,1100000
أرض,سكني, الرياض , حي العارض ,شمالية غربية,840,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142000
فيلا,سكني, الرياض , حي الحمراء ,شرقية,1237,0,7,3,5,25,1,1,1,0,1,1,0,0,1,0,6500000
أرض,تجاري وسكني, الرياض , حي الشعلة ,جنوبية,870,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754290
أرض,تجاري, حريملاء, الرياض ,شمالية,514,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3598000
فيلا,سكني, الرياض , حي الاندلس ,شمالية,750,0,5,5,5,15,1,1,1,1,1,1,1,0,1,0,3300000
أرض,سكني, الرياض , حي ضاحية نمار ,شمالية,887,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064400
فيلا,سكني, امارة منطقة الرياض, الرياض ,غربية,305,0,6,2,5,0,1,0,1,0,1,0,0,0,1,1,1650000
أرض,تجاري وسكني, الرياض , حي الخير ,شمالية شرقية,437,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759943
أرض,تجاري وسكني, الرياض , حي طويق ,شمالية,840,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728280
أرض,تجاري وسكني, الرياض , حي بدر ,جنوبية,960,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,264,0,5,1,4,0,1,0,1,0,1,1,0,0,1,1,2150000
أرض,تجاري وسكني, حريملاء, الرياض ,شرقية,374,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299200
فيلا,سكني, الرياض , حي المونسية ,شمالية,362,0,7,3,5,20,0,1,0,1,1,1,0,0,1,0,2350000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,غربية,900,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491400
فيلا,سكني, الرياض , حي قرطبة ,شمالية,665,0,5,2,5,0,0,0,1,1,1,1,0,0,1,0,5400000
فيلا,سكني, الرياض , حي الملقا ,شمالية,360,0,6,0,5,5,0,1,0,0,0,0,0,0,0,0,4700000
فيلا,سكني, الرياض , حي المونسية ,غربية,250,0,5,2,4,0,1,0,1,0,0,0,0,0,0,0,2100000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,450,2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300050
أرض,سكني, الرياض , حي المهدية ,شمالية,536,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393600
أرض,سكني, الرياض , حي الغدير ,جنوبية غربية,1517,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163900
أرض,تجاري وسكني, الرياض , حي النسيم الغربي ,جنوبية,630,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134000
أرض,سكني, الرياض , حي القيروان ,ثلاث شوارع,2100,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6720000
أرض,سكني, حريملاء, الرياض ,جنوبية,805,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006250
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,جنوبية,372,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227600
أرض,سكني, حريملاء, الرياض ,جنوبية,750,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999500
أرض,سكني, الرياض , حي المناخ ,شمالية,312,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499200
أرض,سكني, الرياض , حي عرقة ,غربية,653,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220200
فيلا,سكني, الرياض , حي المونسية ,غربية,252,0,4,0,3,20,0,1,0,0,0,1,0,0,0,0,1580000
فيلا,سكني, الرياض , حي الرمال ,جنوبية,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000
أرض,تجاري, الرياض , حي المربع ,شمالية,437,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005100
أرض,سكني, الرياض , حي النرجس ,غربية,399,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314200
فيلا,سكني, الرياض , حي الرمال ,جنوبية,250,0,6,2,5,0,1,1,0,0,1,1,0,0,1,0,1500000
أرض,سكني, الرياض , حي نمار ,غربية,314,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570000
أرض,تجاري وسكني, الرياض , حي اليرموك ,غربية,745,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499895
أرض,سكني, الرياض , حي الملك فيصل ,جنوبية شرقية,900,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3960000
أرض,سكني, حريملاء, الرياض ,جنوبية,1800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240000
فيلا,سكني, الرياض , حي العليا ,شمالية,540,0,5,2,5,10,1,1,1,1,1,1,1,0,1,0,3000000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,469,0,7,5,5,0,1,1,1,0,1,1,0,0,1,1,1600000
فيلا,سكني, الرياض , حي النهضة ,غربية,375,0,7,4,5,20,1,1,1,1,1,1,0,0,1,1,2200000
أرض,سكني, حريملاء, الرياض ,جنوبية,736,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999488
أرض,تجاري وسكني, الرياض , حي اليرموك ,جنوبية,1089,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484800
أرض,سكني, حريملاء, الرياض ,شرقية,375,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624750
فيلا,سكني, الرياض , حي الحمراء ,غربية,300,0,5,3,5,0,1,1,1,1,0,1,0,0,1,1,2700000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,900,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700000
فيلا,سكني, الرياض , حي العارض ,شمالية,300,0,7,3,5,0,1,0,1,1,0,1,0,0,1,1,2300000
فيلا,سكني, الرياض , حي البيان ,جنوبية,329,0,7,2,5,0,1,1,1,0,1,1,0,0,1,0,1650000
فيلا,سكني, الرياض , حي الفلاح ,جنوبية,400,0,5,4,5,15,1,1,1,1,1,0,0,0,1,0,4000000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457500
أرض,سكني, الرياض , حي المهدية ,جنوبية,450,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810000
أرض,سكني, الرياض , حي العليا ,جنوبية,1250,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000
أرض,تجاري وسكني, الرياض , حي الروضة ,شمالية غربية,750,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,928,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619904
فيلا,سكني, الرياض , حي العريجاء الغربي ,شمالية,312,0,7,3,5,12,0,1,1,1,1,1,0,0,1,1,1800000
أرض,سكني, حريملاء, الرياض ,شمالية,270,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355590
أرض,سكني, ضرما, المغرفية ,شمالية,10500,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30240000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,900,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099800
فيلا,سكني, الرياض , حي الحمراء ,جنوبية,750,0,5,2,1,0,1,1,1,1,1,1,0,0,1,0,4000000
فيلا,سكني, الرياض , حي الحمراء ,شرقية,618,0,7,2,5,0,1,1,1,1,1,1,1,0,1,1,4500000
